Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1802585087,nfl,9/22/19,50/50 Contest ($5 - Top 50% Win) (1pm Only),$60k,119.54,,79,100,Tournament,5,0,https://www.fanduel.com/entry/ERIIPMPEZ
S1802162197,mlb,9/22/19,$500 Sun MLB Stolen Base (Single Entry),$35k,129.1,,97,297,Tournament,2,0,https://www.fanduel.com/entry/COUFIPWIL
S1802162023,mlb,9/22/19,$400 Sun MLB Sac Fly (3 Entries Max),$35k,183,,22,476,Tournament,1,3,https://www.fanduel.com/entry/EFAOVRBUH
S1802162027,mlb,9/22/19,$400 Sun MLB Sac Fly (3 Entries Max),$35k,126.1,,150,476,Tournament,1,0,https://www.fanduel.com/entry/EDYTWIDYP
S1802162032,mlb,9/22/19,$400 Sun MLB Sac Fly (3 Entries Max),$35k,89.1,,371,476,Tournament,1,0,https://www.fanduel.com/entry/EHEEUIXLR
S1802161176,mlb,9/22/19,$1500 Sun MLB Bunt (Single Entry),$35k,120.7,,710,1785,Tournament,1,0,https://www.fanduel.com/entry/ENPAVZVJV
S1802001325,nfl,9/22/19,$1K Sun NFL Small Squib (Single Entry),$60k,109.48,,806,1176,Tournament,1,0,https://www.fanduel.com/entry/BWBPXTJBP
S1802001208,nfl,9/22/19,$10K Sun NFL Safety,$60k,119.54,,2733,5952,Tournament,2,0,https://www.fanduel.com/entry/AAMFOHAIN
S1802000951,nfl,9/22/19,$35K Sun NFL Spike (Single Entry),$60k,126.54,,2718,8333,Tournament,5,0,https://www.fanduel.com/entry/CRZQXOPON
S1801679098,mlb,9/21/19,50/50 Contest ($2 - Top 50% Win) (Early Only),$35k,111.4,,66,100,Tournament,2,0,https://www.fanduel.com/entry/CWGWSFKXM
S1801089804,mlb,9/21/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,65.1,,99,100,Tournament,5,0,https://www.fanduel.com/entry/ACPVJNJHJ
S1801089778,mlb,9/21/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,65.1,,99,100,Tournament,5,0,https://www.fanduel.com/entry/AZBTVWITN
S1801089751,mlb,9/21/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,65.1,,99,100,Tournament,5,0,https://www.fanduel.com/entry/ETZXACDLB
S1801089694,mlb,9/21/19,$2500 Sat MLB Stolen Base (Single Entry),$35k,65.1,,1411,1488,Tournament,2,0,https://www.fanduel.com/entry/BXDKUBZAP
S1801089664,mlb,9/21/19,$1500 Sat MLB Sac Fly (3 Entries Max),$35k,65.1,,1679,1785,Tournament,1,0,https://www.fanduel.com/entry/CBYOEGVFV
